question,tier,score,latency,correct,pred,target,cost,norm_score,bin
Statement 1 | The external direct product of cycli,Tier 1,0.3718181818181819,7.0803186893463135,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Statement 1 | There exists a free abelian group of,Tier 2,0.7415023923444978,2.833444833755493,True,A,A,12,0.007415023923444977,"(-0.001, 0.2]"
"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)",Tier 2,0.8589377990430623,1.1706528663635254,True,C,C,12,0.008589377990430623,"(-0.001, 0.2]"
"Statement 1 | For any two groups G and G', there e",Tier 1,0.49406698564593315,8.319823503494263,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
Find the product of the given polynomials in the g,Tier 1,0.45381818181818184,7.507965087890625,False,C,B,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Some abelian group of order 45 has a,Tier 2,0.86155023923445,4.417220830917358,False,A,B,12,0.0086155023923445,"(-0.001, 0.2]"
"Using Fermat's theorem, find the remainder of 3^47",Tier 4,1.7631387559808611,2.0968353748321533,False,B,D,80,0.01763138755980861,"(-0.001, 0.2]"
Find the characteristic of the ring Z_3 x Z_3.,Tier 1,0.45381818181818184,10.189865112304688,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Find the characteristic of the ring Z x Z.,Tier 1,0.45381818181818184,8.71266794204712,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Find the maximum possible order for an element of ,Tier 2,0.6062775119617226,2.4723198413848877,True,A,A,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | Every group of order 42 has a normal,Tier 1,0.45381818181818184,7.5033345222473145,False,B,C,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | A homomorphism is one to one if and ,Tier 2,0.8576315789473685,3.2620351314544678,False,A,C,12,0.008576315789473685,"(-0.001, 0.2]"
Find the degree for the given field extension Q(sq,Tier 2,0.6062775119617226,1.0196540355682373,True,B,B,12,0.006062775119617226,"(-0.001, 0.2]"
Find the order of the factor group (Z_11 x Z_15)/(,Tier 1,0.45381818181818184,9.918724536895752,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Compute the product in the given ring. (12)(16) in,Tier 1,0.45381818181818184,9.828627347946167,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Every free abelian group is torsion ,Tier 1,0.3718181818181819,9.96807074546814,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Statement 1 | R is a splitting field of some polyn,Tier 1,0.45381818181818184,8.730608701705933,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | A ring homomorphism is one to one if,Tier 2,0.8576315789473685,1.0156257152557373,False,C,D,12,0.008576315789473685,"(-0.001, 0.2]"
Find the maximum possible order for some element o,Tier 2,0.6062775119617226,1.6122429370880127,True,B,B,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | If a group has an element of order 1,Tier 2,0.8576315789473685,4.032880783081055,True,A,A,12,0.008576315789473685,"(-0.001, 0.2]"
Statement 1 | Every quotient ring of every commuta,Tier 2,0.8576315789473685,1.1154859066009521,False,A,C,12,0.008576315789473685,"(-0.001, 0.2]"
Statement 1 | The image of a group of 6 elements u,Tier 1,0.45381818181818184,6.353505611419678,True,D,D,4,0.004538181818181819,"(-0.001, 0.2]"
Find all zeros in the indicated finite field of th,Tier 1,0.45381818181818184,9.45322871208191,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Every field is also a ring. Statemen,Tier 1,0.3756363636363637,4.938018560409546,True,C,C,4,0.003756363636363637,"(-0.001, 0.2]"
Find all zeros in the indicated finite field of th,Tier 1,0.45381818181818184,9.876585006713867,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Determine whether the polynomial in Z[x] satisfies,Tier 2,0.8582846889952154,3.8499233722686768,False,D,B,12,0.008582846889952154,"(-0.001, 0.2]"
"The inverse of -i in the multiplicative group, {1,",Tier 1,0.45381818181818184,5.275293350219727,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Every maximal ideal is a prime ideal,Tier 2,0.7467272727272729,2.1807713508605957,False,A,B,12,0.007467272727272729,"(-0.001, 0.2]"
Let G denoted the set of all n x n non-singular ma,Tier 2,0.8204976076555025,4.331034421920776,True,C,C,12,0.008204976076555025,"(-0.001, 0.2]"
Find the degree for the given field extension Q(sq,Tier 2,0.6062775119617226,1.2469491958618164,True,B,B,12,0.006062775119617226,"(-0.001, 0.2]"
Find all c in Z_3 such that Z_3[x]/(x^3 + x^2 + c),Tier 1,0.45381818181818184,9.787226676940918,False,A,B,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | A factor group of a non-Abelian grou,Tier 2,0.7467272727272729,3.375502109527588,False,A,B,12,0.007467272727272729,"(-0.001, 0.2]"
"Statement 1 | For n > 1, the set {1,2, ..., n-1} i",Tier 2,0.6108492822966508,1.8173556327819824,True,D,D,12,0.006108492822966508,"(-0.001, 0.2]"
Statement 1 | Every permutation is a one-to-one fu,Tier 2,0.7454210526315792,1.1818349361419678,True,C,C,12,0.007454210526315792,"(-0.001, 0.2]"
Find the degree for the given field extension Q(sq,Tier 2,0.6062775119617226,0.5765912532806396,True,B,B,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | If H is a subgroup of G and a belong,Tier 3,1.0792535885167467,7.273005485534668,False,A,C,30,0.010792535885167466,"(-0.001, 0.2]"
Statement 1 | If R is a ring and f(x) and g(x) are,Tier 2,0.7467272727272729,10.78913927078247,True,D,D,12,0.007467272727272729,"(-0.001, 0.2]"
"Compute the product in the given ring. (2,3)(3,5) ",Tier 1,0.45381818181818184,5.740005731582642,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Every nonzero free abelian group has,Tier 1,0.4566818181818182,9.70949935913086,False,A,D,4,0.004566818181818182,"(-0.001, 0.2]"
"A subset H of a group (G,*) is a group if",Tier 2,0.5526363636363637,2.220952272415161,True,C,C,12,0.005526363636363637,"(-0.001, 0.2]"
How many homomorphisms are there of Z into Z_2?,Tier 2,0.5743636363636364,6.390799283981323,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
The polynomial x^3 + 2x^2 + 2x + 1 can be factored,Tier 1,0.45381818181818184,9.843212842941284,False,A,C,4,0.004538181818181819,"(-0.001, 0.2]"
"(Z,*) is a group with a*b = a+b+1 for all a, b in ",Tier 2,0.6062775119617226,24.19242286682129,False,A,D,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | If K is a nonzero subgroup of a fini,Tier 2,0.7467272727272729,1.3432960510253906,True,C,C,12,0.007467272727272729,"(-0.001, 0.2]"
Statement 1 | Every homomorphic image of a group G,Tier 1,0.3718181818181819,8.901981353759766,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Statement 1 | The set of 2 x 2 matrices with integ,Tier 2,0.6065454545454546,2.753136157989502,False,A,D,12,0.006065454545454546,"(-0.001, 0.2]"
Statement 1 | Every solvable group is of prime-pow,Tier 1,0.3718181818181819,6.605728387832642,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Compute the product in the given ring. (20)(-8) in,Tier 1,0.45381818181818184,8.815928220748901,True,D,D,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | A homomorphism may have an empty ker,Tier 1,0.3718181818181819,7.293341398239136,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Statement 1 | 4x - 2 is irreducible over Z. Statem,Tier 1,0.45381818181818184,10.176090240478516,False,A,D,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Every ideal in a ring is a subring o,Tier 1,0.3718181818181819,9.987135410308838,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Statement 1 | Every integral domain with character,Tier 1,0.45381818181818184,8.89936876296997,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | In a finite dimensional vector space,Tier 2,0.7467272727272729,0.7840878963470459,True,A,A,12,0.007467272727272729,"(-0.001, 0.2]"
Statement 1 | If T: V -> W is a linear transformat,Tier 3,1.191464114832536,17.79980969429016,True,A,A,30,0.01191464114832536,"(-0.001, 0.2]"
Determine whether the polynomial in Z[x] satisfies,Tier 2,0.8582846889952154,1.6579856872558594,True,B,B,12,0.008582846889952154,"(-0.001, 0.2]"
"Let A and B be sets, f: A -> B and g: B -> A be fu",Tier 2,0.5019043062200959,2.8744866847991943,True,D,D,12,0.005019043062200959,"(-0.001, 0.2]"
"If A = (1, 2, 3, 4). Let ~= {(1, 2), (1, 3), (4, 2",Tier 2,0.8589377990430623,3.355410575866699,True,B,B,12,0.008589377990430623,"(-0.001, 0.2]"
Find the characteristic of the ring Z_3 x 3Z.,Tier 1,0.45381818181818184,8.591301202774048,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
The polynomial x^4 + 4 can be factored into linear,Tier 1,0.45381818181818184,10.194216251373291,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Find the number of elements in the indicated cycli,Tier 1,0.45381818181818184,10.70064091682434,False,,C,4,0.004538181818181819,"(-0.001, 0.2]"
"Let p = (1, 2, 5, 4)(2, 3) in S_5 . Find the index",Tier 2,0.6062775119617226,2.567412853240967,True,C,C,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | Every group of order 159 is cyclic. ,Tier 1,0.45381818181818184,9.816375732421875,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
"For T: Z x Z -> Z where T(1, 0) = 3 and T(0, 1) = ",Tier 2,0.6062775119617226,0.8063571453094482,True,A,A,12,0.006062775119617226,"(-0.001, 0.2]"
"The element (4, 2) of Z_12 x Z_8 has order",Tier 1,0.45381818181818184,9.840176820755005,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | Q is an extension field of Z_2. Stat,Tier 1,0.45381818181818184,7.79475212097168,False,A,D,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | In a group (ab)^{-2} = b^{-2}a^{-2}.,Tier 1,0.45381818181818184,9.988884449005127,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1 | If a and b are elements of a group a,Tier 2,0.8589377990430623,1.8209080696105957,True,D,D,12,0.008589377990430623,"(-0.001, 0.2]"
Statement 1 | If H and K are subgroups of G and on,Tier 2,0.8589377990430623,9.80347752571106,True,A,A,12,0.008589377990430623,"(-0.001, 0.2]"
Statement 1 | If H and K are subgroups of a group ,Tier 2,0.7467272727272729,2.506974935531616,True,A,A,12,0.007467272727272729,"(-0.001, 0.2]"
Find the degree for the given field extension Q(sq,Tier 2,0.6062775119617226,0.9173660278320312,True,C,C,12,0.006062775119617226,"(-0.001, 0.2]"
"Statement 1 | For finite groups G and H, |G + H| =",Tier 2,0.7493397129186604,2.641029119491577,True,A,A,12,0.007493397129186604,"(-0.001, 0.2]"
Find all zeros in the indicated finite field of th,Tier 1,0.45381818181818184,7.537673711776733,False,B,D,4,0.004538181818181819,"(-0.001, 0.2]"
Find the maximum possible order for an element of ,Tier 2,0.6062775119617226,2.628194808959961,False,A,C,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | The homomorphic image of a cyclic gr,Tier 1,0.3718181818181819,9.881876230239868,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following statements is true?,Tier 2,0.5777045454545455,2.569979190826416,True,B,B,12,0.005777045454545455,"(-0.001, 0.2]"
Find the sum of the given polynomials in the given,Tier 1,0.45381818181818184,10.007904291152954,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
"Statement 1 | If a R is an integral domain, then R",Tier 2,0.7467272727272729,17.136296033859253,True,C,C,12,0.007467272727272729,"(-0.001, 0.2]"
Statement 1| Every group of order p^2 where p is p,Tier 3,1.1875454545454547,29.924588441848755,True,A,A,30,0.011875454545454547,"(-0.001, 0.2]"
The set of all nth roots of unity under multiplica,Tier 1,0.3718181818181819,8.614990949630737,False,C,D,4,0.003718181818181819,"(-0.001, 0.2]"
Find the generator for the finite field Z_7.,Tier 2,0.6062775119617226,28.337610244750977,True,C,C,12,0.006062775119617226,"(-0.001, 0.2]"
Statement 1 | The unity of a subring must be the s,Tier 1,0.3746818181818182,7.483532667160034,False,A,D,4,0.0037468181818181823,"(-0.001, 0.2]"
"In the group G = {2, 4, 6, 8) under multiplication",Tier 1,0.45381818181818184,12.677499771118164,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Find all cosets of the subgroup 4Z of 2Z.,Tier 1,0.45381818181818184,9.959067583084106,False,A,B,4,0.004538181818181819,"(-0.001, 0.2]"
Which of the following allows air to pass into the,Tier 1,0.49236363636363645,3.629939556121826,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Saliva contains an enzyme that acts upon which of ,Tier 2,0.6450909090909092,0.6798701286315918,True,A,A,12,0.006450909090909091,"(-0.001, 0.2]"
Statement 1 | For every positive integer n there i,Tier 1,0.49406698564593315,9.430318355560303,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
A patient with damage to their cervical sympatheti,Tier 2,0.5245454545454545,3.642136335372925,False,A,B,12,0.005245454545454545,"(-0.001, 0.2]"
Find all c in Z_3 such that Z_3[x]/(x^3 + cx^2 + 1,Tier 1,0.45381818181818184,8.813775777816772,False,A,B,4,0.004538181818181819,"(-0.001, 0.2]"
Which of the following is the large bone found sup,Tier 1,0.49236363636363645,5.966273069381714,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
"In the brain stem, pathways for:",Tier 1,0.3718181818181819,8.090898990631104,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Osteoclasts,Tier 1,0.37515909090909094,4.7054078578948975,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
Which one of the following brain areas is supplied,Tier 1,0.49236363636363645,4.692654132843018,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
A successful infraorbital nerve block will produce,Tier 1,0.37515909090909094,7.393701076507568,False,D,C,4,0.0037515909090909093,"(-0.001, 0.2]"
Macrostomia results from failure of fusion of,Tier 1,0.37515909090909094,10.153387069702148,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following conditions is characterized,Tier 1,0.49236363636363645,5.499525785446167,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
The head of the sixth rib articulates with,Tier 1,0.37515909090909094,10.269264459609985,False,B,C,4,0.0037515909090909093,"(-0.001, 0.2]"
When an emergency opening into the airway is requi,Tier 2,0.5583636363636365,1.6570065021514893,True,B,B,12,0.005583636363636365,"(-0.001, 0.2]"
A possible effect of damage to the third cranial n,Tier 1,0.3775454545454546,10.259526491165161,True,B,B,4,0.003775454545454546,"(-0.001, 0.2]"
Which of the following statements is true of the t,Tier 1,0.49236363636363645,10.187132120132446,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following describes the cluster of bl,Tier 1,0.49236363636363645,5.712023735046387,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Food is prevented from entering the larynx during ,Tier 1,0.37515909090909094,7.3447301387786865,False,B,A,4,0.0037515909090909093,"(-0.001, 0.2]"
The mucosa of the upper larynx is innervated by th,Tier 1,0.45715909090909096,10.445589065551758,True,A,A,4,0.00457159090909091,"(-0.001, 0.2]"
Which of the following conditions is characterized,Tier 1,0.49236363636363645,6.4237895011901855,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Which muscles are normally active during quiet ins,Tier 2,0.5743636363636364,6.512056589126587,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is the lymphoid organ that ,Tier 2,0.6590239234449763,0.5735628604888916,True,D,D,12,0.006590239234449763,"(-0.001, 0.2]"
Which orbital wall is most likely to collapse in a,Tier 1,0.49236363636363645,9.349452495574951,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Find the generator for the finite field Z_11.,Tier 2,0.6062775119617226,32.22816491127014,True,B,B,12,0.006062775119617226,"(-0.001, 0.2]"
The walls of the maxillary sinus are sinus is rela,Tier 1,0.45715909090909096,8.656471967697144,False,A,C,4,0.00457159090909091,"(-0.001, 0.2]"
Which of the following are mucus-producing glands ,Tier 1,0.49236363636363645,6.290135622024536,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following foramina pierce the sphenoi,Tier 1,0.49236363636363645,10.11076831817627,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
A patient suffers damage to the orbit in a road tr,Tier 1,0.4961818181818182,9.3741455078125,True,D,D,4,0.004961818181818182,"(-0.001, 0.2]"
The mucosa of the hard palate is,Tier 1,0.45715909090909096,7.776193857192993,True,A,A,4,0.00457159090909091,"(-0.001, 0.2]"
The bones of the viscerocranium develop initially ,Tier 1,0.37515909090909094,9.956650018692017,False,D,C,4,0.0037515909090909093,"(-0.001, 0.2]"
A pulse may be felt on a patient's face where the,Tier 1,0.37515909090909094,18.25674080848694,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following closes and seals off the lo,Tier 1,0.49236363636363645,6.721949577331543,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following statements is true of the p,Tier 2,0.5743636363636364,1.0799124240875244,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
The infraorbital nerve,Tier 1,0.37515909090909094,6.489492416381836,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Oxygenated blood is carried to the heart by which ,Tier 1,0.49236363636363645,14.512728452682495,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following structures accompany the oe,Tier 1,0.49236363636363645,17.95445442199707,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
"If the foot is abducted, it is moved in which dire",Tier 3,0.9064593301435409,3.839362621307373,False,B,D,30,0.009064593301435409,"(-0.001, 0.2]"
A lesion causing compression of the facial nerve a,Tier 1,0.45715909090909096,8.753298997879028,True,A,A,4,0.00457159090909091,"(-0.001, 0.2]"
Which of the following allows gas exchange in the ,Tier 1,0.49236363636363645,6.125252962112427,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following cranial nerves is related t,Tier 1,0.49236363636363645,4.738354444503784,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
The spheno-occipital synchondrosis,Tier 1,0.3775454545454546,9.270122051239014,True,B,B,4,0.003775454545454546,"(-0.001, 0.2]"
Which of the following organs removes bilirubin fr,Tier 1,0.49236363636363645,4.95189356803894,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
The regional lymphatic drainage of the left side o,Tier 1,0.37515909090909094,6.506640195846558,False,C,B,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following bones has a process that jo,Tier 1,0.49236363636363645,16.062726497650146,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which cells in the blood do not have a nucleus?,Tier 1,0.49236363636363645,5.678135395050049,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following best describes the location,Tier 1,0.49236363636363645,4.266029357910156,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following options completes the follo,Tier 1,0.4957045454545455,10.050321578979492,True,B,B,4,0.004957045454545455,"(-0.001, 0.2]"
Which of the following substances is found in grea,Tier 2,0.5743636363636364,2.0860090255737305,False,A,C,12,0.005743636363636364,"(-0.001, 0.2]"
A patient suffers a CVA in the area of the left in,Tier 1,0.37515909090909094,5.752110958099365,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following is an accessory organ of th,Tier 2,0.6590239234449763,0.6206862926483154,True,D,D,12,0.006590239234449763,"(-0.001, 0.2]"
The respiratory tract is crossed by the isthmus of,Tier 1,0.37515909090909094,14.287041902542114,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
In which of the following positions does a patient,Tier 1,0.49236363636363645,4.4362146854400635,False,D,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following terms describes the motion ,Tier 2,0.5743636363636364,6.335852146148682,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
The coronary arteries,Tier 1,0.37515909090909094,7.840757608413696,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
A patient is stabbed in the neck. You suspect dama,Tier 2,0.6141148325358853,1.2585792541503906,True,C,C,12,0.006141148325358853,"(-0.001, 0.2]"
"Which of the following is a structural, fibrous pr",Tier 2,0.6450909090909092,0.6882939338684082,True,A,A,12,0.006450909090909091,"(-0.001, 0.2]"
A patient sustains severe blunt trauma to the left,Tier 1,0.49236363636363645,2.9939069747924805,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"Calcium, potassium, and sodium are classified as w",Tier 1,0.49236363636363645,3.0973691940307617,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
The auditory tube,Tier 2,0.8211818181818182,2.880949020385742,False,A,C,12,0.008211818181818183,"(-0.001, 0.2]"
The anatomic location of the spinal canal is,Tier 1,0.3718181818181819,4.202987432479858,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following best describes the human bo,Tier 2,0.5743636363636364,0.6629672050476074,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
Primary motor cortex activity results in,Tier 1,0.45715909090909096,8.80787968635559,True,D,D,4,0.00457159090909091,"(-0.001, 0.2]"
You notice a lesion on the labial alveolar mucosa ,Tier 3,0.9802296650717705,11.57528018951416,True,B,B,30,0.009802296650717704,"(-0.001, 0.2]"
A patient is admitted after a head injury and sink,Tier 2,0.6403636363636365,0.4008505344390869,True,A,A,12,0.006403636363636365,"(-0.001, 0.2]"
The crown of a very carious tooth suddenly fractur,Tier 2,0.86155023923445,0.612382173538208,True,A,A,12,0.0086155023923445,"(-0.001, 0.2]"
The dorsal roots of all spinal nerves contain,Tier 1,0.37515909090909094,9.294157028198242,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following structures is part of the s,Tier 1,0.49236363636363645,3.484297275543213,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
You notice that your patient's submandibular lymph,Tier 2,0.5019043062200959,26.940903663635254,False,A,D,12,0.005019043062200959,"(-0.001, 0.2]"
A patient suffers a broken neck with damage to the,Tier 1,0.37515909090909094,6.681947231292725,False,D,B,4,0.0037515909090909093,"(-0.001, 0.2]"
Fertilization of an ovum by a spermatozoon occurs ,Tier 1,0.49236363636363645,3.2718493938446045,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which muscle is the most active during a right lat,Tier 1,0.49236363636363645,10.132174491882324,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Laryngoscopic examination of the vocal folds after,Tier 2,0.7493397129186604,3.606147050857544,False,A,B,12,0.007493397129186604,"(-0.001, 0.2]"
"In a patient with a normal healthy mouth, you woul",Tier 1,0.45715909090909096,8.728199005126953,False,B,C,4,0.00457159090909091,"(-0.001, 0.2]"
Male hormones are produced by which of the followi,Tier 1,0.49236363636363645,4.607611894607544,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following structures is derived from ,Tier 3,0.936,4.983180284500122,True,C,C,30,0.00936,"(-0.001, 0.2]"
Complete bilateral cleft palate is due to failure ,Tier 1,0.3775454545454546,9.924423694610596,False,A,C,4,0.003775454545454546,"(-0.001, 0.2]"
Which of the following muscles are derived from th,Tier 3,0.9398181818181819,19.23482632637024,False,A,B,30,0.00939818181818182,"(-0.001, 0.2]"
The thoracic cage is a structural unit important f,Tier 2,0.7712344497607657,0.5063390731811523,True,D,D,12,0.007712344497607657,"(-0.001, 0.2]"
"In the spinal cord, motor neuron cell bodies are l",Tier 1,0.37515909090909094,3.7038865089416504,False,C,D,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following anatomical regions of abdom,Tier 1,0.49236363636363645,4.097255229949951,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
When you examine a patient who has suffered an unf,Tier 2,0.6403636363636365,12.335821390151978,True,A,A,12,0.006403636363636365,"(-0.001, 0.2]"
"In men, which of the following structures is locat",Tier 2,0.5743636363636364,2.1354763507843018,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is the master gland of the ,Tier 1,0.49236363636363645,4.663880825042725,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
The phrenic nerves innervate the,Tier 1,0.45715909090909096,7.607364892959595,False,A,C,4,0.00457159090909091,"(-0.001, 0.2]"
"In men, specimens for gonococcal cultures are most",Tier 2,0.6590239234449763,0.7785735130310059,True,C,C,12,0.006590239234449763,"(-0.001, 0.2]"
The walls of bronchioles contain,Tier 1,0.37515909090909094,6.578544855117798,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following is a disorder characterized,Tier 2,0.5743636363636364,0.7008240222930908,True,D,D,12,0.005743636363636364,"(-0.001, 0.2]"
The major concentrations of proprioceptive recepto,Tier 1,0.37515909090909094,10.224563837051392,False,C,B,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following is the point at which an im,Tier 2,0.6590239234449763,0.812371015548706,True,D,D,12,0.006590239234449763,"(-0.001, 0.2]"
The palatine processes begin to fuse at,Tier 1,0.37515909090909094,9.989238262176514,False,B,C,4,0.0037515909090909093,"(-0.001, 0.2]"
A successful inferior alveolar nerve block will pr,Tier 1,0.37515909090909094,11.423068523406982,False,D,C,4,0.0037515909090909093,"(-0.001, 0.2]"
Find the best approximation for the surface temper,Tier 2,0.6062775119617226,0.8114502429962158,True,A,A,12,0.006062775119617226,"(-0.001, 0.2]"
Which of the following bony structures may be palp,Tier 1,0.49236363636363645,4.761214971542358,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
